ID,Type_C_0_S,NAME_EVENT,NAME_ALT,CRUST_BLK,AGE_TEXT,NAME_PART,COMMENT,AGE_MAX,AGE_MIN,AGE_PEAK1,AGE_PEAK2,AGE,area_km2
0,C,Vesftold Hills-5,,,1240 Ma,Vestfold Hills-5,,0,0,0,0,1240,11198.9154752496
0,C,Mashak,,Baltica,1385 Ma,Mashak,,0,0,0,0,1385,88057.7316966031
0,C,Mealy - NW River,,Laurentia,1250 Ma,Mealy - NW River,,0,0,0,0,1250,10288.9656214694
0,C,Seal Lake,,Laurentia,ca. 1235,Seal Lake,,0,0,0,0,1235,9719.7088077586
0,C,Niquelandia-1 - Juscelandia,,,1300-1250 Ma,Niquelandia-1 - Juscelandia,,0,0,0,0,1250,24879.1314855748
0,C,Niquelandia-2,,,790 Ma,Niquelandia-2 (Lower Layered Series),,0,0,0,0,790,29808.3095910867
0,C,Harts Range,,,1770 Ma,Harts Range,,0,0,0,0,1770,80689.3231326292
0,C,Morel - Mara - Ghost Lake,,Slave,1880 Ma,Morel - Mara - Ghost Lake,,0,0,0,0,1880,172512.6358356008
0,C,Brevik,,,1500 Ma,Brevik,,0,0,0,0,1500,1672.4933961969
0,C,Indin,,Slave,2110 Ma,Indin,,0,0,0,0,2125,39759.4921197717
0,C-S,Malani,,Indian craton,755 Ma,Malani,,0,0,0,0,755,22292.1630572438
0,C,Thiselwaite,,Laurentia,1170 Ma,Thiselthwaite,,0,0,0,0,1170,7751.3502864074
0,C,North China A-type 2500,,,ca. 2500,North China A-type 2500,,0,0,0,0,2500,1438725.7824827258
0,C,Seychelles-755 Ma,,,750 Ma,Seychelles-755M,,0,0,0,0,755,8943.9178296149
0,C,Biryusa-1 - Sharyzhalgai,,Siberia,740 Ma,Biryusa-1,,0,0,0,0,725,39137.2431311135
0,C,Biryusa-2,,Siberia,612 Ma,Biryusa-2,,0,0,0,0,612,38579.0808940520
0,C,Biryusa-3,,Siberia,510 Ma,Biryusa-3,,0,0,0,0,512,43777.8809475620
0,C,Tianshan,,,"320 Ma (U-Pb), 345-306 Ma (Ar-Ar)",Tianshan,,0,0,0,0,320,586837.5601409799
0,S,Whitsunday Volcanics,,,120-105,Whitsunday Volcanics,,0,0,0,0,120,40590.6753785495
0,C,Hitalba Suite (Gawler Range),,Southern Australian craton,1590 Ma,Hitalba Suite (Gawler Range),,0,0,0,0,1590,130951.0209764757
0,C,Mt Isa (Lunch Creek),,,1750 Ma,Mt Isa,,0,0,0,0,1750,36602.3019822293
0,C-S,Guibei,,South China block,825-800 Ma,Guibei,,0,0,0,0,825,1341663.4137694277
0,C-S,Shaba,,South China block,755 Ma,Shaba,,0,0,0,0,755,303743.3837832182
0,C,Blue Draw,,Wyoming craton,2480 Ma,Blue Draw,,0,0,0,0,2480,6730.7883242686
0,C,Dalma,,Indian craton,ca 1600 Ma,Dalma,,0,0,0,0,1600,1788.1758792122
0,C,Katanga,,,??800 Ma,Katanga,,0,0,0,0,0,29317.6283735947
0,C,Narracoota,,,2000 Ma,Narracoota,,0,0,0,0,2000,4679.8060187490
0,C,Oenpelli,,North Australian craton,1700 Ma,Oenpelli,,0,0,0,0,1720,11966.1233719958
0,C,Ouarzazate,,West African craton,580-560 Ma,Ouarzazate,,0,0,0,0,570,61377.0439801618
0,C,Soutpansberg - Waterberg - Olifantshoek,,Kalahari craton,ca. 1928 Ma,Soutpansberg - Waterberg - Olifantshoek,,0,0,0,0,1930,272147.1987572656
0,C,Snowy Pass,,Wyoming craton,2101-2083 Ma,Snowy Pass,,0,0,0,0,2100,7330.4145005939
0,C,Tata (Ierhourtane),,,2040 Ma,Tata (Ierhourtane),,0,0,0,0,2040,135.1044803255
0,C,Xianfeng,,,810 Ma,Xianfeng,,0,0,0,0,810,235.9645433843
0,C,Suxiong,,,ca. 807 Ma,Suxiong,,0,0,0,0,810,5308.7423761488
0,C,Wind River,,Wyoming craton,2170 Ma,Wind River,,0,0,0,0,2170,35.6571444974
0,C,Aksu,,Tarim craton,807 Ma,Aksu,,0,0,0,0,810,285.6327165052
0,C,Harohalli,,,Ca. 814 Ma,Harohalli,,0,0,0,0,815,1509.8502750263
0,C,Siberian Trap LIP,,,251-249 Ma,Siberian Trap LIP,,0,0,0,0,251,3454382.6305273217
0,C,Bangalore,,Dharwar craton,2365 Ma,Bangalore,,0,0,0,0,2365,265771.3053942789
0,C,Mahbubngour - Dandeli,"Dandeli, Northern Dharwar (French & Heaman 2010 Prec. Res; doi:10.1016/j.precamres.2010.05.003)",Dharwar craton,2180 Ma,Mahbubngour2180Ma,,0,0,0,0,2180,290011.3640790201
0,C,SouthernAfrica999-912Ma,,,999-912 Ma,SouthernAfrica999-912Ma,,0,0,0,0,0,1060864.2745457094
0,C,SouthernAfrica830-750Ma,,,830-750 Ma,SouthernAfrica830-750Ma,,0,0,0,0,0,3415397.3565723058
0,C,Kunene-Kibaran,,Greater Congo craton,1380-1360 Ma,Kunene-Kibaran,,0,0,0,0,1385,2124829.4221775704
0,C,Lengjiaxi Group,,,ca. 1270 Ma?,Nanqiao of Liuyang,,0,0,0,0,1270,3302.9599563509
0,C,Lengjiaxi Group,,,ca. 1270 Ma?,Shizuitang of Yiyang,,0,0,0,0,1270,6606.4073065065
0,C,Broken Hill 1700Ma,,,1690-1675 Ma,Broken Hill 1700Ma,,0,0,0,0,1690,4058.3889753193
0,C,Tobacco Root Mtn 2060Ma,,,2060,Tobacco Root Mtn 2060Ma,,0,0,0,0,2060,51.0973597707
0,C,Nova Floresta,,,1200 Ma ?,Nova Floresta 1.2 Ga,,0,0,0,0,1200,7116.5348542658
0,C,Betara Gabbros,,,1445,Betara Gabbros,,0,0,0,0,1445,87822.1031000915
0,C,Parana-Etendeka,,,130,volcanic passive margin (off South America),,0,0,0,0,134,122179.5811083954
0,C,Parana-Etendeka,,,130,"volcanic margin, offshore, Equatorial West Africa",,0,0,0,0,134,73913.4554355525
0,C,Irkutsk,,Siberian craton,720,dykes,,0,0,0,0,720,303495.1977047653
0,C,Deccan,,India,66,Chagos-Laccadive (3000M & gravity contour),,0,0,0,0,66,861506.3349279012
0,C,NW Australian Margin,,,160-140 Ma,NW Australian Margin,,0,0,0,0,160,2135581.2666677511
0,C-O,HALIP (Alpha Ridge),,,130-80,Alpha Ridge (2500 m),,0,0,0,0,125,143070.9871509579
0,O,HALIP (Alpha Ridge),,,130-80,Alpha Ridge continuation (2500 m),,0,0,0,0,125,28292.4975709805
0,C-O,HALIP (Mendeleev Ridge),,,90,Mendeleev Ridge  2500 m (eastern half),,0,0,0,0,125,115748.2272271548
0,C-O,HALIP (Mendeleev Ridge),,,90,Mendeleev Ridge  2500 m (western half),,0,0,0,0,125,79617.5666336681
0,C,Essakane,,West African craton,1520,Essakane dyke swarm,,0,0,0,0,1525,508813.1291321190
0,C,Korsimoro,,West African craton,1575,Korsimoro dyke swarm,,0,0,0,0,1575,162665.0165572680
0,C,Manso,,West African craton,870,Manso dyke swarm,,0,0,0,0,870,118749.6999885885
0,C,Deccan (Seychelles),,,60,Seychelles,,0,0,0,0,66,309090.1011634970
0,C,Ndembera LIP,,Tanzanian craton,1773,Ndembera dyke swarm,,0,0,0,0,1773,93504.2189369062
0,C,Tarim,,,280,Tarim,,0,0,0,0,280,198984.3002889378
0,C,Kivalliq-Hadley Bay - Cleaver,,Laurentia,1750,McRae dyke swarm,,0,0,0,0,1750,24147.9681809078
0,C,Kivalliq-Hadley Bay - Cleaver,,Laurentia,1750,Wellington Inlier dyke swarm,,0,0,0,0,1750,26561.1568798520
0,C,Essakane-Kayser,,West African craton,1520,Kayser dyke swarm,,0,0,0,0,1520,15137.3088880998
0,C,Timpton (northern part),,Siberian craton,1755,Timpton-2,,0,0,0,0,1755,24288.2350047777
0,C,Ongeluk,,Kaapvaal craton,2426,Ongeluk,,0,0,0,0,2426,203229.1272351272
0,C,Papilia (Newer Dolerites),,Singhbhum craton,1760,Papilia (Newer Dolerites),,0,0,0,0,1760,8878.9795364359
0,C,Lakhna- (Bandlimal),,Bastar craton,1440,Lakhna- (Bandlimal),,0,0,0,0,1440,39257.2324814842
0,C,Dashigou (Sariwon)- west of Yan Lu fault,,North China craton,900,Dashigou (Sariwon),,0,0,0,0,920,444418.1459573467
0,C,Dashigou (Sariwon) - east of Yan Lu fault,,North China craton,900,Dashigou (Sariwon),,0,0,0,0,920,55849.3018233133
0,C,Bastanar-Hampi,,Indian craton,1890,Bastanar-Hampi,,0,0,0,0,1890,178946.1400533356
0,C,Devarabanda,,Dharwar craton,2080,Devarabanda,,0,0,0,0,2080,71321.7505855311
0,C,Khajuraho (Jhansi),,Bundelkhand craton,1970,Khajuraho (Jhansi),,0,0,0,0,1970,23278.0340402078
0,C,Kunigal and Anantpour event(s),,Dharwar craton,2215,Kunigal and Anantpour event (s),,0,0,0,0,2215,246274.7933440867
0,C,Kaptipada LIP,,Singhbhum craton,2250,Kaptipada LIP,,0,0,0,0,2250,17621.8117192057
0,C,Dantewara event (c. 2400 Ma),,Bastar craton,2400,Dantewara event (c. 2400 Ma),,0,0,0,0,2400,64260.2260027991
0,C,Kashargari LIP (2700 Ma),,Singhbhum craton,2700,Kashargari LIP (c. 2700 Ma),,0,0,0,0,2700,18771.5548711150
0,C,Keshkal LIP (c. 2700 Ma),,Bastar craton,2700,Keshkal LIP (c. 2700 Ma),,0,0,0,0,2700,102839.9437072966
0,C,Ghatgaon LIP,,Singhbhum craton,0,Ghatgaon LIP,,0,0,0,0,0,11732.3841330178
0,C,Keonjhar Younger and Older,,Singhbhum craton,0,Keonjhar Younger and Older,,0,0,0,0,0,10887.2619666327
0,C,Ptarmigan-Irsuaq-Pointe Raudot,,Superior craton,2500,Ptarmigan-Irsuaq-Pointe Raudot,,0,0,0,0,2510,105018.8021033373
0,C,Stillwater- Rendevous,,Wyoming craton,2700,Stillwater- Rendevous,,0,0,0,0,2700,73054.1848219122
0,C,Riviere du Gue,,Superior craton,2150,Riviere du Gue,,0,0,0,0,2150,65861.4391989416
0,C,Ghost - Mara River- Morel,,Slave craton,1870,,,0,0,0,0,1880,209197.5663673038
0,C,Bear Mountain,,Wyoming craton,2115,,,0,0,0,0,2115,19265.9790741212
0,C,Pechenga-Onega,,Karelian craton,1970,,,0,0,0,0,1970,494879.8799213704
0,C,EQUAMP (Equatorial Atlantic Magmatic Province),,South America,130,,,0,0,0,0,134,660290.9507699276
0,C,Yanomami,,Amazonia,1980,,,0,0,0,0,1980,266840.5523079035
0,S,Uatuma silicic LIP,,Amazonia,1880,Uatuma,,0,0,0,0,1880,1023606.2086403219
0,C,Hengling event,,North China craton,2150,Hengling,Just the sill portion. Doubtless a much larger event,0,0,0,0,2150,2410.6408933524
0,C,CSDG- includes swarm of Goldberg 2010 J. Geodynam.,,Baltica,1260,Central Scandinavian Dolerite Group,,0,0,0,0,1260,263737.1621165290
0,C,Galiwinku - Derim Derim,,North Australian craton,1320,Galiwinku- Derim Derim,,0,0,0,0,1320,194579.9426742165
0,C,Marnda Moorn,,Yilgarn craton,1210,Marnda Moorn,,0,0,0,0,1210,710591.5842377340
0,C,Gairdner,,Australian craton,825,Gairdner,,0,0,0,0,825,1327057.2770544121
0,C & S,Gawler Range,,Australian craton,1590,Gawler Range,,0,0,0,0,1590,570202.1653338101
0,C,Welli Wolli,,Pilbara craton,2450,Welli Wolli,,0,0,0,0,2450,44227.7705618384
0,O accreted,Wrangellia,,Accreted terrane,230,Wrangellia,,0,0,0,0,230,624332.3896682664
0,O accreted,Crescent-Siletz-Yakutat,,Accreted terrane,50,Crescent-Siletz-Yakutat,,0,0,0,0,50,42143.9409990568
0,C,Frobisher Suite M-UM event,,Meta-Incognito,1900,Frobisher Suite M-UM event,,0,0,0,0,1900,74603.2375355554
0,C,CIMP 590-560 Ma pulse,,Laurentia,580,CIMP 590-560 Ma pulse,,0,0,0,0,580,358461.0387421406
0,C,CIMP - 615 Ma pulse,,Laurentia,615,CIMP - 615 Ma pulse,,0,0,0,0,615,97397.0754456734
0,C,Ring of Fire and Bird River sill events,,Superior craton,2740-2730 Ma,,combining the Ring of Fire and the Bird River sill (both c. 2740 Ma) along the southern part of the North Caribou terrane (check this),0,0,0,0,2740,40437.3916020903
0,C,Cundeelee (1664-1260 Ma),,YIlgarn craton,1664-1260 Ma0,,,0,0,0,0,0,54110.8133380904
0,C,Pelly Bay,,Laurentia,1700,,,0,0,0,0,1700,15675.0821465830
0,C,Ukrainian AMCG- Prutivka - Novogol,,Sarmatia,1790,,,0,0,0,0,1790,361894.8897180800
0,C,Voronezh,,Sarmatia,2070,,,0,0,0,0,2070,204151.9153439776
0,C,Yanliao,,North China craton,1320,,,0,0,0,0,1320,85068.3670468976
0,C,Xiwangshan  (1970 Ma),,North China craton,1970 Ma,,,0,0,0,0,1970,12131.3252277871
0,C,Laiwu event (1670 Ma),,North China craton,1670 Ma,,,0,0,0,0,1670,7882.7743295534
0,C,Licheng (1230 Ma) & Yishui (1210 Ma),,North China craton,1230-1210 Ma,,,0,0,0,0,1230,49629.1025431546
0,C,Xuwujia (1960-1930 Ma),,North China craton,1960-1930 Ma,,,0,0,0,0,1960,28885.1102816568
0,C,Taishan (1630-1620 Ma),,North China craton,1630-1620 Ma,,,0,0,0,0,1630,52795.7436588926
0,C,Miyun (1730 Ma) & Damiao-Shachang (1730-1680 Ma),,North China craton,1730-1680 Ma,,,0,0,0,0,1730,90429.6910774007
0,C,Qianlishan (810 Ma),,North China craton,810 Ma,,,0,0,0,0,810,3322.7075963830
0,C,Haicheng (2120 Ma),,North China craton,2120 Ma,,,0,0,0,0,2120,5156.9525571735
0,C,Zanhuang (2090 Ma),,North China craton,2090 Ma,,,0,0,0,0,2090,2173.9050838724
0,C,Yixingzhai (2060 Ma),,North China craton,2060 Ma,,,0,0,0,0,2060,3303.9758238857
0,C,Black Range - Mount Roe,,Pilbara craton,2780 Ma,,,0,0,0,0,2780,135139.0258586581
0,C,Hart,,Australia,1790 Ma,,,0,0,0,0,1790,2824356.8665431151
0,C,Boucaut,,Australia,780 Ma,,,0,0,0,0,780,5091.6230981661
0,C,Bangemall,,Australia,1465 Ma,,,0,0,0,0,1465,42341.8507719561
0,C,Kathleen Valley (-Kylena),,Pilbara craton,2740 Ma,,,0,0,0,0,2740,146005.2999297853
0,C,Andrew Young,,Australian craton,1635 Ma,An,,0,0,0,0,1635,844248.2376251876
0,C,Wiluna - Sally Mally,,Australian craton,1845 Ma,,,0,0,0,0,1845,43606.0691224694
0,C,Mount Hay,,Australian craton,1810 Ma,,,0,0,0,0,1810,686860.7107306946
0,C,Maddina,,Pilbara craton,2715 Ma,,,0,0,0,0,2715,146005.2999297861
0,C,Radley,Munni Munni,Pilbara craton,2920 Ma,,,0,0,0,0,2920,11515.6407067549
0,C,Seal Lake - Harp - Mealy,,Laurentia,1270-1250 Ma,,,0,0,0,0,1270,133484.1556863429
0,C,Gardar,,Laurentia (Greenland),1280-1260 Ma,,,0,0,0,0,1280,26992.1965078711
0,C,Ntshuku - Pallatin,,Core zone craton,2332 Ma,,,0,0,0,0,2332,7639.9173987809
0,C,Ramah Group,,North Atlantic craton (Nain portion),1880 Ma,Labrador Coast,,0,0,0,0,1880,6039.0248531358
0,"S, C",South China events (825-750 Ma),,South China,825-750 Ma,,,0,0,0,0,825,2109137.4383376678
0,S,Eastern Granite- Rhyolite Province,,Laurentia,1480-1460 Ma,,,0,0,0,0,1480,708439.0370186178
0,S,Southern Granite-Rhyolite Province,,Laurentia,1390 & 1320 Ma,,,0,0,0,0,1390,594353.3886636796
0,C,Pebbair,,Indian craton,1788 Ma,,,0,0,0,0,1788,8803.5664478368
0,C,Ippaguda,,Dharwar craton,2250 Ma,,,0,0,0,0,2250,79545.3607058917
0,C,Mahoba,,Bundelkhand craton,1110 Ma,,,0,0,0,0,1110,6498.2936760981
0,C,Keivitsa,,Karelia-Kola craton,2060 Ma,,,0,0,0,0,2060,13642.3303042635
0,C,Koli (Karjalitic sills),,Karelia-Kola craton,2215 Ma,,,0,0,0,0,2215,96701.0725272083
0,C,Tailvalkovski-Kuito,,Karelia-Kola craton,2330 Ma,,,0,0,0,0,2330,15492.8399665923
0,C,Rantavaara,,Karelia-Kola craton,2150 Ma,,,0,0,0,0,2150,35144.4960021949
0,C,Tommajarvi-Pirtguba,,Karelian craton,2115 Ma,,,0,0,0,0,2115,110968.5594814562
0,S,Iriri,,Amazonia,1880,,,0,0,0,0,1880,594306.5277698168
0,C,Curaca- Chapada Diamantina,,Sao Francisco craton,1500 Ma,,,0,0,0,0,1500,182519.2949669372
0,C,Uaua,,Sao Francisco craton,2725 & 2625 Ma,,,0,0,0,0,2725,2817.1636669907
0,C,Ventersdorp events,,Kaapvaal craton,2780-2680 Ma,,,0,0,0,0,2780,388067.9932133379
0,C,Gannakouriep,,Kalahari craton,799 Ma,,,0,0,0,0,799,19843.1539904079
0,C,Huila (GN) - Epembe,,Congo craton,1110 Ma,,,0,0,0,0,1110,35255.3340104292
0,C,Pilanesberg,,Kalahari craton,1380-1350 Ma,,,0,0,0,0,1380,78929.4892311170
0,C,Bas Draa,,West African craton (Anti-Atlas inliers),1415-1380 Ma,,,0,0,0,0,1415,1071.5292354254
0,C,Humpata,,Congo,1500 Ma,,,0,0,0,0,1500,3876.3926523051
0,C,Zenaga,,West African craton (Anti-Atlas inliers),1660 Ma,,,0,0,0,0,1660,4130.5397757766
0,C,Tagragra of Akka,,West African craton (Anti-Atlas inliers),1755 Ma,,,0,0,0,0,1755,33896.2999826983
0,C,Black Hills,,Kalahari craton,1880-1840 Ma,,,0,0,0,0,1880,45234.4515072569
0,C,Ahmeyim (includes Grerat Dyke of Mauritania),,Reguibat,2733 Ma,,,0,0,0,0,2733,96619.9301485146
0,C,Hlagothi,,Kaapvaal craton,2860 Ma,,,0,0,0,0,2860,30072.5472510475
0,S,Sierra Madre Occidental (SLIP),,North America,38-20 Ma,,,0,0,0,0,38,2076005.3900740363
0,C,Kikitat,,North America (Alaska),715 Ma,,,0,0,0,0,715,2350.7627418501
0,"C, O",HALIP (Asia-North America side),,,120-90 Ma,,,0,0,0,0,120,4749779.2295215297
0,"C, O",HALIP (European side),,,120-90 Ma,,,0,0,0,0,120,2350445.1972187059
0,C,Midsommerso - Zig Zag Dal,,North America (Greenland),1385 Ma,,,0,0,0,0,1385,98780.5310977596
0,"C, O",Minto (Eskimo-Povungnituk),,Superior craton,1998 Ma,,,0,0,0,0,1998,438540.1918411436
0,C,Cauchon,,Superior craton,2090 & 2070 Ma,,,0,0,0,0,2090,20383.6454036761
0,C,Brichta,,Slave craton,2230 Ma ? (equiv to  Malley?),,,0,0,0,0,2230,20189.9662218672
0,C,Aiskill,,Baltica,1750 Ma,,,0,0,0,0,1750,5565.6449315850
0,C,Avanavero (south),,Amazonia,1790 Ma,,,0,0,0,0,1790,606371.3719475138
0,C,South Qiangtang,,South Qiangtang terrane,280 Ma,,,0,0,0,0,280,66486.3776204153
0,C,Panjal,,Aravelli craton,280 Ma,,,0,0,0,0,280,44571.6764471598
0,C,Kalaro-Nimnyrsky-Malozadoiskii,,Siberian craton,1870 Ma,,,0,0,0,0,1870,576878.3430366878
0,C,Lunch Creek (south),,South Australian craton,1750 Ma,,,0,0,0,0,1750,101635.0531930416
0,C,Lunch Creek (north),,North Australian craton,1750 Ma,,,0,0,0,0,1750,30803.0639740762
0,C,Sally Mally (south),,South Australian craton,1850 Ma,,,0,0,0,0,1850,127132.7380326471
0,C,Sally Mally (north),,North Australian craton,1850 Ma,,,0,0,0,0,1850,398550.2344475889
0,C,Timpton,,Siberian craton,1750 Ma,entire event,,0,0,0,0,1750,948206.5955140820
