LIP_Ids,LIP_names,lon_550,lon_545,lon_540,lon_535,lon_530,lon_525,lon_520,lon_515,lon_510,lon_505,lon_500,lon_495,lon_490,lon_485,lon_480,lon_475,lon_470,lon_465,lon_460,lon_455,lon_450,lon_445,lon_440,lon_435,lon_430,lon_425,lon_420,lon_415,lon_410,lon_405,lon_400,lon_395,lon_390,lon_385,lon_380,lon_375,lon_370,lon_365,lon_360,lon_355,lon_350,lon_345,lon_340,lon_335,lon_330,lon_325,lon_320,lon_315,lon_310,lon_305,lon_300,lon_295,lon_290,lon_285,lon_280,lon_275,lon_270,lon_265,lon_260,lon_255,lon_250,lon_245,lon_240,lon_235,lon_230,lon_225,lon_220,lon_215,lon_210,lon_205,lon_200,lon_195,lon_190,lon_185,lon_180,lon_175,lon_170,lon_165,lon_160,lon_155,lon_150,lon_145,lon_140,lon_135,lon_130,lon_125,lon_120,lon_115,lon_110,lon_105,lon_100,lon_95,lon_90,lon_85,lon_80,lon_75,lon_70,lon_65,lon_60,lon_55,lon_50,lon_45,lon_40,lon_35,lon_30,lon_25,lon_20,lon_15,lon_10,lon_5,lon_0
GPlates-6b9cc2f1-fa80-4b85-8b3f-5f423cf14517,CIMP - A,-161.36999097874764,-163.0607049920237,-171.20446143457804,-171.75949183718248,-172.34521879654855,-170.67302934867126,-168.98672079358067,-171.0998402533746,-173.1713912146276,-178.59903362196772,175.9537812379159,-175.75560765245,-167.69444589007563,-159.95471840504274,-152.5871786817652,-148.60658776507037,-149.24091443803184,-149.8694474776944,-150.49218144490132,-151.10911391272887,-151.72024528208235,-152.32557859738657,-150.41624779860302,-147.79871178239378,-145.06190092443458,-139.96854093498092,-135.3933230401005,-129.78558152900573,-122.53494370605618,-117.42264551680869,-111.84027000272397,-110.73065285473125,-109.62465044797334,-107.14199431323875,-104.64013428149273,-102.98506316990249,-101.29289134275666,-97.51642304882607,-93.77560687085935,-87.42853992172041,-81.19362445744551,-73.84708810507962,-66.70399483990009,-58.40462711562682,-50.40049304928064,-45.25231102135275,-40.43386927304335,-40.41288147579752,-40.60672515356286,-38.84174724630999,-37.11647831996785,-32.8395670170899,-28.57018726438669,-23.688930580093928,-18.810502375316993,-18.337546420037857,-17.931921755587865,-15.60667064587971,-13.355457557013574,-12.825239953447392,-12.295500543862666,-13.441669091047029,-14.546667267303118,-16.80962058186108,-19.029998901050327,-20.50613230054654,-22.03553860868315,-23.318329524613315,-24.705167766684696,-26.391952666504643,-28.15054167835108,-27.281681274351612,-26.443042100676248,-25.560213203736076,-24.58213768396813,-23.704564191687762,-22.821599766473504,-23.464253248794083,-24.09184109963423,-24.329602664321364,-24.923527695838523,-23.107345914775944,-20.574987343239457,-22.35953161251461,-24.238222777318597,-25.97503019546803,-27.867875047277966,-30.167856207865846,-32.650689112719554,-36.585920873434596,-40.3008075436156,-42.618717101545705,-44.658360098658356,-47.25554642819246,-49.66799677881994,-53.132573478389865,-56.55885328848713,-56.84457283206231,-57.73025117483285,-58.95788657675085,-60.681913757552664,-63.60937447071603,-66.2638698248862,-67.59452092188707,-68.82107658125068,-69.9188426682394,-71.07878732201073,-72.83941624415694,-74.64953534819199,-76.62557864026763,-78.6477551010673
GPlates-ca53d91e-6e5a-4cc2-83f0-4e2ac4d161e0,CAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.716454779253114,-14.666224312956063,-13.53400807717039,-12.66465299892062,-11.801283754476648,-11.358254279585458,-11.015412422243017,-10.578009618047247,-10.136568160730466,-9.60041616702011,-9.06234708491408,-7.5232580782169,-5.934434663172917,-6.294407370341382,-6.630572243356057,-6.806715172211694,-7.040400012323276,-7.203023808098641,-7.3676594797399115,-8.175594870416276,-8.842422873820711,-9.909004678074165,-10.987122570881988,-11.981943455676145,-12.988161227095915,-14.91545943158255,-16.859709382439902,-15.90442661953793,-14.966552540351017,-13.703795293618851,-12.434129619434694,-12.220679558915549,-12.072225082937896,-11.334817733721714,-10.6005331667664,-10.073004299605746,-9.539168433926188,-9.126460457271778,-8.697168139263638,-8.228070831445644,-7.730871801012456
GPlates-c984de06-4437-403a-ae60-153f5ee2e220,CAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.09759022761467,-25.666137433672397,-25.171699963945173,-25.16375169051099,-25.13870339746223,-25.645923745430604,-26.226035145944508,-25.885003709327684,-25.5417778110765,-25.3665410409886,-25.18323405014244,-24.750718264955722,-24.207557914989792,-24.092715037487256,-24.001026080731293,-23.845551599336034,-23.87312405966564,-23.892223691415868,-24.552293017542286,-25.99113637026718,-27.288231985580644,-30.080529720171228,-32.898137747086196,-35.83121642039352,-38.889719274475034,-43.158830342396456,-47.07928497700415,-47.125842931734546,-47.26216612664116,-46.88526774532428,-46.84472420445101,-47.436548280502755,-47.94083528450705,-48.837518064654624,-49.75206872156025,-51.01640535083021,-52.16100009018028,-53.36400200054548,-54.55748308123752,-55.521752698699494,-56.40829136045548
GPlates-97fe78f2-706d-4637-902c-1fd0eb787786,CAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.85522253834306,-23.865656656032446,-22.840430564544913,-21.78300274702044,-20.643200111207186,-19.654167989902504,-18.6866188097427,-19.25286252075719,-19.799743059852002,-19.94443785444471,-20.457809059572376,-18.46926756726813,-15.788311092145978,-17.553238428746788,-19.407825749807284,-21.043177728699632,-22.822218093104905,-25.06773352778145,-27.491884546890237,-31.613957479885617,-35.525123494196514,-37.789109876060756,-39.79498218646138,-42.33954858908919,-44.71406037964788,-48.142991323712906,-51.568485492164655,-51.88489303903452,-52.83301823545775,-54.138175406214565,-55.96764876891892,-58.98758798848753,-61.71958244487298,-63.034215455782,-64.2426082490581,-65.29804828615764,-66.45533418428258,-68.2160913108226,-70.03371795657652,-72.01652021538366,-74.05805153498238
GPlates-6c276a36-63ae-4538-a813-6e6bdfc06d14,CAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5737217810608296,2.740657587440685,5.0290845451858806,6.760230499189446,8.425145754901552,9.142284577720496,9.773377489900872,9.388784798630077,9.014874828865377,8.915997822612917,9.642999973935828,12.38551082640027,15.051128482839484,14.264974262092093,13.580092379482751,13.291352304137686,12.799348505500122,13.19271465589105,12.773485363307724,9.295355430429323,5.570299912287985,3.774352404974802,1.9470317437050193,-0.3069807381098641,-1.8463843212114168,-4.207047964436462,-6.539565695887049,-5.841452733229957,-5.647623928631447,-5.481018103844274,-5.19435784914146,-6.222628626870906,-7.168683164266477,-6.74124014592128,-6.254363432811977,-5.75876820387177,-5.318377757527612,-4.6106235275398975,-3.9444641189788334,-3.0476154761175738,-2.0853586603394603
GPlates-d0116b94-48d5-451c-b98b-b485c23db501,CAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5538708686424448,2.2135352505017902,5.547542704547431,7.714397149501709,9.784102178493969,11.003710411218515,12.128928090428623,12.220234440213815,12.340341365138126,12.779871555656666,12.892870567479228,15.579095716806819,18.356777347121483,16.95895414601768,15.563145404541489,14.80459800673763,13.999818767746492,12.645593524731543,11.339305037900512,7.198680324933314,2.8821330383030794,1.27218370731975,-0.3682488707294699,-2.4107194771534726,-3.9504494462812425,-6.36382711504643,-8.865346430411792,-8.250859458862456,-8.237038218796505,-8.249998761395524,-7.908587712533756,-9.079668423023282,-10.215565836315175,-9.50982503768053,-8.813798384895252,-8.083779637727984,-7.515080904102779,-6.766054052019038,-6.059945187828656,-5.076119419522971,-4.013591223635362
GPlates-39c95940-6191-430c-b205-66928d35c600,Karoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16574771109644296,-1.7907915385960484,-3.9923698497364493,-4.008536380130844,-4.0166929008520045,-4.744060626775886,-5.472285467222941,-8.087866739810647,-10.594045756080234,-9.081787958809972,-7.564209003080614,-5.659495686811888,-3.8160581029037957,-1.4071670218349381,0.9890444217212333,5.877049277312121,10.866822683134401,11.660811540482142,12.403111254748698,12.603975417782046,12.766030428615935,11.919401103897634,10.997152421700436,13.189037869251397,15.355624426107385,17.986224103954246,20.50769495068873,21.97310711333054,23.293455867156556,24.25043794258388,25.20091587100904,25.74942690278768,26.304837221777408,26.522860695298274,26.766032095784947,26.76070731226791,26.799284529134827
GPlates-7197bbaa-df78-4015-a1ee-52a71324c92e,Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.91531025120533,37.045776362227535,37.12105154843838,36.11447486077135,35.01892969044228,36.97130734297235,38.87145744943696,40.966789597125434,42.963865637433614,43.61987656225306,44.23498307280789,44.94477842501111,45.66786024196144,46.119695386295724,46.5834569803076,46.69713526884683,46.84213402161352,46.75618849098868,46.71387230600051
GPlates-f5cd4ad6-99ba-4f85-8f22-50cd6b94f938,Trap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.093250030431124,4.225393544649158,2.264343160995181,1.135394423153778,0.07587501891704902,-1.756691249024905,-3.6644072442077436,-9.2904039548015,-14.760519505471379,-16.280770295656307,-17.584828079769782,-19.21762309139286,-20.452100392934458,-22.635758582208606,-25.169165277254187,-24.589781775805317,-24.910545154088904,-25.92331877722521,-28.511450360747258,-32.52503488822212,-36.0271758611613,-36.90918177241849,-37.85308903578322,-38.42909143167116,-39.63128943664657,-41.50781184939326,-43.52630122663719,-45.73186192353601,-48.157575318748016
GPlates-0888f6df-64f2-4426-ba07-d5447e239ff8,Ferrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.48101567849099,51.34394129504353,52.472903785497365,51.298045339439675,50.11232437264904,49.03811741019338,46.899721288616064,36.741398273788576,18.734686639574836,29.924031748619853,40.775302502232414,54.5775113038647,67.28202598892426,87.92745125347703,117.22152310030418,131.51319911497882,136.24477358376947,138.61930115281748,147.4325680939428,155.34493643986949,160.64266158231143,163.74296934064023,163.9657368751587,164.15137862420167,163.94698402842303,161.50711159606732,159.3177300264926,155.51113777690014,151.55985057257678,151.86541050947574,152.31018379179062,154.31621374419004,156.32799797040488,156.75685295669564,157.2644458610823,158.83753708191978,161.49953095539152
GPlates-6edc8d23-f3f7-4dc7-b5a9-76fbe7d75553,Ferrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.709191811955904,33.76482965086258,32.549970184379305,31.509681862651238,30.48532551819101,26.54889316650238,20.836573861203515,7.3263226513133635,-8.487328228940425,-5.830654158421795,-5.8104888998741755,-2.986574913970314,2.845947413664391,-1.7201740808160997,-9.80598260554244,30.886885163667163,98.69192008257019,98.89806810511095,138.64590930342152,160.88783970663496,171.7278917485207,177.71086823336643,177.23261400395367,175.47449202731588,173.15650342556842,167.56536254412723,162.7882288653069,155.92113622545463,148.50920221798182,148.40793148531432,148.49186199365005,151.71206221852097,154.99396705937022,155.3540134676391,155.86873513791525,158.69635698725583,164.33429630563887
GPlates-06683922-ef43-4603-9eba-d4a07811684e,Ferrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.750263671468556,27.115267263900854,25.01108318324364,23.988998077304622,22.992040681358013,17.95516032574049,11.054533506738611,-3.1828210522026206,-18.280450682890788,-17.036199691042587,-18.483545031502093,-17.453174311699225,-13.898819229679654,-20.519081020251875,-29.61289345621496,-20.99990658919989,42.55371163346399,33.764202810654105,170.06990723529447,-174.30539855116933,-167.06499773874407,-163.30400031525127,-165.99832357146263,-168.61362955715902,-172.42310573416916,-179.40395660509924,173.96659044909285,166.36321315373976,157.51185678323833,157.6665819578893,158.06362185475248,162.48339023895855,166.95013261617328,168.81346004663038,171.24990995736513,178.66867298351684,-166.56467476139449
GPlates-9536717c-f5b3-4b81-b0b9-e2445f6248aa,Columbia River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-111.02212155796508,-113.25418805539626,-115.81282442012424,-118.30749924942943
GPlates-e1764035-ed2b-45fd-bf15-2a97faec5380,Deccan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.98603273127064,61.30309380497607,62.95534484178451,64.9663963573374,65.84886934253528,66.94582652521795,68.16316437017171,69.20492250138666,69.78184827640405,70.36230242853574,71.70736739723382,72.94407254691777,74.17546539650489,75.70326934385066
GPlates-cd3c34aa-c12d-4569-ad05-3f239be5e119,NAIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.112559743136366,-9.32716161952924,-9.191906693776819,-10.790688697185002,-12.295420816760178,-11.44686801510471,-10.620008359357941,-9.649901783187808,-9.016687743283834,-8.18683663247187,-7.385657910605545,-6.205912594661483,-4.9146050330937285
GPlates-d37970ac-7668-42cd-8b3f-42e2f7847593,Ouarzazate,-27.362288289749436,-33.14732563063009,-39.65942379039091,-48.94231024756242,-61.216690806603005,-80.35737839669918,-105.8530071182649,-133.22331934519167,-164.97236191567666,172.6331129944249,153.8810911559964,158.3139443979987,162.78645465172846,174.9202580191796,-170.51950718280014,-171.25261338266392,-175.04211685405366,177.06793709886603,122.73025803291276,-10.709884724030111,-14.485754947886447,-23.419140482701014,-26.458554226677634,-31.056689764281806,-33.89650667471115,-25.074945034210362,-16.716495377375587,-6.6081651306832665,3.3518300074679686,6.892391486454167,10.348350381263076,11.694251414611328,12.854389012158299,12.858637468469528,12.62331982721186,16.331668778591848,19.98674543106442,10.873532523796325,1.9817588824486818,-5.345865700027317,-12.420638352664406,-21.6628995864127,-30.80906544182707,-25.493464157502768,-20.23402373806519,-21.941396137679057,-23.43835943522612,-24.13760748578336,-24.775674716672622,-23.139576676423456,-21.501544022177956,-17.23092861435578,-12.96777650202459,-8.087605642907182,-3.2111024818539278,-2.6352805030087807,-2.149559560636169,0.23704144148864542,2.5565794130369097,3.0966211161766473,3.636646498925771,2.4547734882327648,1.2881909525574329,-1.0756548408775006,-3.4395627365966646,-4.9989375433421905,-6.623856766080804,-7.940681589637387,-9.346032123326266,-10.83552338064196,-12.378783619464048,-10.895909192350057,-9.308948473522507,-7.955253393160679,-6.620758410248066,-5.745156443284021,-4.992750517101127,-4.469467215192543,-3.940987215046359,-3.193081249920421,-2.446519684803762,-0.2258494172832975,2.008576238365478,1.3728727303384187,0.8058390072769251,0.48938688906308403,0.11079356031746766,-0.48723603543803956,-1.100989545119321,-2.973448228477259,-4.718601560782672,-6.147487700954349,-7.5828982633345055,-8.80731537274431,-10.036942872576303,-12.182944999070482,-14.337433772191758,-13.64209687456799,-12.96861527487111,-12.076790056248024,-11.17554167690174,-11.484069766060404,-11.866723775421619,-11.311573646755713,-10.759111470135782,-10.304430667041615,-9.84245278839814,-9.486373551040952,-9.111224087910259,-8.636686190533446,-8.128023160287164
GPlates-ecced9b8-a352-48fc-80f2-f8d32fec41d1,Siberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.14827383256288,37.547051474757815,32.650720866560206,25.75144614581285,18.293181060519725,14.506797057123462,10.15460328017931,5.207607193785103,-1.7011108626591156,-9.948629362075042,-21.89187449345766,-12.912202116014459,16.295105099764335,42.21769739754843,54.481941879741875,54.27989956124508,54.25760127885576,58.76496992648572,62.915442393999186,66.05744874809716,69.1358676574531,73.90882740773503,76.82645555447003,76.82071876171605,77.3261805176418,79.88974713706739,82.48327183679511,83.24587103645803,83.97470389120775,80.98481511983562,76.49541638692702,74.29798121982476,70.96933592610486,67.93426681299195,65.6310437942787,62.60020265794024,59.70078219245127,59.237565866500184,58.53437956533215,58.93400511696619,60.265856871852876,62.95215144651377,65.58242493679818,68.2730620853625,70.71960557827954,71.9251667056915,73.91356755403699,77.08139175858636,80.00342349314533,83.83812415525146,87.44573256204252
GPlates-92d3c5a1-321f-4c4a-8821-8ee96e624757,Tarim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.645537488088664,63.349885753922834,68.63931417733995,69.72868099477508,70.9234909781766,74.32351818437888,77.85649685959002,77.55090845758627,77.25573056193358,75.15584472014397,72.95115804482117,69.69520219867616,66.22159718059514,66.46360093773583,66.95541556287638,71.23805526707866,76.83797521530713,82.04113601470371,88.36518844740496,94.8578039161748,99.44841849673837,96.98042947145527,95.07447210755315,90.70943840489406,87.2510639777825,87.74128077762634,88.15612598208463,87.907897859585,88.21660921036715,88.88505702143988,88.99459653711388,88.58893966998096,88.43840193600519,88.86441813235392,89.15335107231267,88.66427636601824,88.13030602343197,86.3043468427167,83.77046572217263,81.2173407461152,78.26826900618391,75.07553777259609,72.93942075399302,70.19481363532599,67.85696672405409,68.09483914707837,68.13842224444693,68.75198198510037,69.94763903299093,71.15339806463278,72.13145871397322,73.14351880029803,74.11399241465568,74.48854138112881,75.32745351854804,76.64187158031146,77.86830403171899,79.46744553264801,81.07095107105236
GPlates-292c7c57-b3c7-4fda-8c6d-6cdd2402d27f,EQUAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.115958771296489,-7.91644733108102,-7.920235974115921,-7.852269467098941,-8.465670220148743,-9.74473304717149,-10.86714385511587,-13.646233044935435,-16.456276682966045,-19.432133183444087,-22.535427964187416,-26.837130913367222,-30.77767506269737,-30.777553515809924,-30.814435792232608,-30.314798844368205,-30.1708748291079,-30.72949344644513,-31.240906027021552,-32.19920293969695,-33.17673904269727,-34.5136820385962,-35.71645776781203,-36.99169321196856,-38.24911284160945,-39.26873613926292,-40.19535062802041
GPlates-e20844d2-9bb0-4756-b869-7f17c58092ea,Qiangtang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.79786357081473,71.33353374555918,74.08112404175,77.88858295165663,81.58410500792182,83.8639128318371,87.84444943774345,88.90110348610469,90.46545319310044,78.42559183966944,73.81657541202269,78.91662080254382,80.24542462377397,83.11485434228213,87.47711278750523,85.5729564682293,85.60940318196357,88.55599168303365,91.76649930099512,94.8008854815604,97.83528099971176,98.32198319679311,98.98505351691111,100.22475035654318,101.50498850563649,102.12213767671646,102.75034523681818,99.26683969677313,95.64252874210548,95.13724682206016,94.8645819865906,94.84989233856759,94.6751368115496,93.93070933333338,93.1422387928497,91.56076650648384,89.3725486806987,86.72511409851224,83.80468862207881,80.55156681597553,78.41904771664387,75.7023426209796,73.4439322882596,73.78371852663113,73.93574936380759,74.56043582557426,75.70683452574633,76.65081120152001,77.36663365523685,77.9039864549342,78.43440721214431,79.08447561051037,80.07926999217614,81.34286825568573,82.57910746084931,84.09289246317887,85.61972551869981
GPlates-4953c267-8df4-4695-952c-de864e3b630b,Panjal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.968192056942094,60.50923099237531,61.063341898625815,63.0369511815086,64.37838785478176,64.7484401768981,65.11895462680982,65.19879541085898,65.17410959068827,63.83739308062964,62.42373519959081,60.71416014359828,59.05687397391101,57.366754305462734,55.78882905056222,54.340035276595586,52.94528247393013,53.1338121289118,53.27540891542329,53.34762283137284,53.3819056546662,53.446270711419466,53.55269192814345,53.64985525080333,53.74551554699321,55.054731469440725,56.32723641091964,56.092137838514475,55.05410713945187,55.46867571606109,56.90237050399086,57.14578347834191,56.57900621090155,57.99416944359839,59.3272040103953,61.822473380769395,63.935825405642646,64.3692864261505,64.58026096537623,61.632248798537645,61.87256740048161,61.54794713569325,60.5228803593911,64.82827036516004,66.43350606244553,65.88638790543693,67.3917962056634,67.92229358895511,68.29061008374127,68.89285112328142,69.50337722231465,69.91997841971694,70.8550784986441,71.98595916831933,73.08753781842844,74.07395041984445,75.06630754018632
GPlates-22b4e6b6-2a9a-48c0-9daf-2a7eaf7bf537,Caribbean-Colombian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.65855225483385,-79.91325549354437,-82.90819920414341,-86.4934575513752,-89.6867431662856,-88.51693960625624,-87.41376304784352,-86.03255865053595,-84.69765734985103,-84.15987646522773,-83.85844413632663,-83.80703206715785,-83.34286826007457,-82.9234596381448,-82.99132865463662,-83.47227517300273,-83.99464787807021,-84.59013117418647,-84.95471400146053
GPlates-3963f42b-7284-4d97-9f59-fb9db079c91b,Caribbean-Colombian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56.906610817366726,-58.916055241566475,-61.012428956012734,-64.11536416301009,-66.8083246703298,-66.50791016701588,-66.36387140961124,-66.05263091186549,-65.97717209858835,-66.06012125438708,-67.46183617398776,-68.16566794998229,-68.76931803890855,-69.45543864506313,-69.53169370068463,-70.01372792935312,-70.53354038055029,-71.10597684342005,-71.74218094370651
GPlates-9e82f0f1-5dc0-4d38-970e-c66f67a425fc,Caribbean-Colombian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56.47565702920198,-58.39715646382204,-60.48644035347729,-63.598621771384806,-66.28642026135026,-65.20100639173457,-64.26511920202395,-63.1217039376331,-62.17983650935768,-61.48256980706828,-62.137439114001616,-62.09217998189639,-62.12171759406891,-62.30999308476859,-62.42596929746539,-62.739530123460334,-63.098308063881056,-63.49431656391102,-63.983084080160026
GPlates-482613d2-78ff-4c51-a02c-a78a09aff7cf,Caribbean-Colombian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.9535282919202,-73.0775335730153,-75.24420348018852,-78.43003065872522,-81.20217220061038,-80.14969958373402,-79.23887536628303,-78.13676048445679,-77.2188531965341,-76.25182546050436,-76.49533185942217,-76.10851202100378,-75.80545635200731,-76.03698293513463,-76.17868447076351,-76.53267576223327,-76.92882302695551,-77.37917647382261,-77.9214326127103
GPlates-decdcbb2-d445-4bc0-81c2-757fd5d2d06f,Caribbean-Colombian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61.44759172573678,-63.451042737595564,-65.56332912016288,-68.69329322688947,-71.40727668136739,-71.1400497119812,-71.00537347176807,-70.69232927283606,-70.60834572703163,-70.42828728940901,-71.15918566718513,-71.14747322886812,-71.16412998164519,-71.30656842972229,-71.41975133072802,-71.80687116412149,-72.23993007431748,-72.74291829878474,-73.34144761641251
GPlates-9d724e5b-a19d-4b70-b02e-3d24018fe29a,Caribbean-Colombian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.96765714178893,-75.75403417646359,-77.8496621254879,-81.02296725065652,-83.74792763713324,-82.63711140456412,-81.60961766144223,-80.28266997071874,-79.07651244914645,-77.61945559417971,-78.01863550110144,-77.9569984967481,-78.19542666495501,-78.71757290096683,-79.0190638525072,-79.37872372889612,-79.75054129321286,-80.118701415876,-80.7376420557591
GPlates-6ca7d6b4-f86e-448b-a9ef-5253f59f6969,Caribbean-Colombian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.65428725398077,-78.60735948666593,-80.74779628953719,-83.94560313498977,-86.70768788667743,-85.62313242995147,-84.6377277046986,-83.39166050388401,-82.28493079149689,-81.10431918086297,-81.56235854688106,-81.5165385099373,-81.64920307022793,-82.0155471244499,-82.1938529545997,-82.46925849056682,-82.78161541464964,-83.1119225887397,-83.52810722701712
GPlates-221bf73e-fc22-4131-9e9b-dfdaae758003,Caribbean-Colombian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.36940751091598,-72.93165400501478,-74.97872603176698,-78.13496955428386,-80.82088623211398,-79.67378005274543,-78.58055832799216,-77.12783192939976,-75.76436515533062,-73.8895219714021,-74.19174724248386,-74.11086192655291,-75.20649939971501,-75.85538824895382,-75.7967220166599,-76.57645495250956,-77.23639708264568,-77.27177946212278,-77.81805133585597
