age (Ma),ice extent,total,within 10,within 15,within 20,decay36 total,decay36 within 10,decay36 within 15,decay36 within 20,decay120 total,decay120 within 10,decay120 within 15,decay120 within 20,decay36_burial50 total,decay36_burial50 within 10,decay36_burial50 within 15,decay36_burial50 within 20,decay120_burial50 total,decay120_burial50 within 10,decay120_burial50 within 15,decay120_burial50 within 20,decay36_burial100 total,decay36_burial100 within 10,decay36_burial100 within 15,decay36_burial100 within 20,decay120_burial100 total,decay120_burial100 within 10,decay120_burial100 within 15,decay120_burial100 within 20
265,10.0,11261616.839834113,165360.88587712994,420369.168438191,539718.4536247632,1185305.6718282364,27235.00359929461,69027.81050603942,82102.64949486715,5658925.5589366555,213248.63221054437,415088.2239898528,489754.09604437073,1184805.9519632524,26978.134215066002,68528.09603366959,81602.92962988299,5638109.0908377115,203364.9535197188,394741.68902633863,468937.6279454268,1184306.232098268,26721.264830837383,68028.38156129976,81103.20976489881,5617292.622738767,193481.27482889328,374395.15406282444,448121.15984648286
260,10.0,11341319.865331763,5385.648254116344,412753.4457372318,486955.0782219325,1074475.2398302958,1217.7505404133376,61443.9814176725,105284.68950719447,5506694.168302453,105627.39076415176,385379.7212123876,470975.50791277643,1074021.7644787813,1037.8617931653912,61015.42899602883,104831.21423263708,5486500.390510316,98304.57210091109,367227.8938709408,450788.90396438655,1073568.289127267,857.9730459174449,60586.87657438517,104377.73895807969,5466306.612718179,90981.75343767041,349076.066529494,430602.3000159967
255,0.0,12052255.937454687,704575.9608239094,1171290.962838381,1190081.1808221196,1627708.5272875887,652099.0068283471,744488.9505601012,747165.1256010924,6037958.443888343,786469.2948759603,1110040.8139889059,1142210.2402213025,1627295.3575290972,651948.2296819162,744107.9982235552,746751.9560504314,6018275.832812587,779903.6618161836,1092832.633788403,1122548.3533866324,1626882.1877706063,651797.4525354853,743727.045887009,746338.7864997701,5998593.221736829,773338.028756407,1075624.4535879001,1102886.4665519625
250,0.0,15520331.776175363,768117.4508976974,1150097.49511323,1185290.0316652874,4815806.839298775,625620.7266311857,672227.5070711871,676671.8265533383,9294255.924494466,808809.9624506562,1063285.3922377748,1106175.2803731263,4815431.639190901,625495.6323305479,671888.6242284452,676296.626786158,9275140.538910646,802982.9571105293,1046950.5660274796,1087096.2362880833,4815056.439083025,625370.53802991,671549.7413857031,675921.4270189772,9256025.15332683,797155.9517704025,1030615.7398171846,1068017.1922030405
245,0.0,15349506.131728837,761597.0741781791,1167471.5405848331,1189675.489812773,4365127.899526198,560752.5783696404,612598.9235186136,615113.0608457496,8998883.131368555,757348.5462694737,1045240.0677912147,1078166.4797825913,4364788.1768973945,560578.1019948835,612259.207310066,614773.3382169458,8980369.39218032,748649.646724102,1027458.9106776086,1059652.740594355,4364448.454268591,560403.6256201264,611919.491101518,614433.6155881416,8961855.652992083,739950.7471787301,1009677.7535640022,1041139.001406118
240,0.0,15517371.068508297,264065.71583078627,1150584.5535983446,1194746.6935286655,3971046.062219708,155954.31590932855,538616.1274706649,562818.573135123,8781310.426327845,264179.1792946095,968142.9983279621,1049862.2188239794,3970735.911760995,155729.95628522293,538305.980289331,562508.4226764096,8763238.263108244,252084.88050067876,950470.8696288236,1031790.0556043788,3970425.761302282,155505.59666111728,537995.8331079972,562198.2722176962,8745166.099888643,239990.5817067482,932798.7409296854,1013717.8923847785
235,0.0,15359076.500471879,26935.775385769786,716407.6526067262,1165861.9185566665,3605298.464329351,3326.4790003788394,232651.59754813078,497905.68759354367,8496446.534665199,57256.25404272083,556021.4702168063,986920.0978931985,3605017.369594043,3060.8922039254753,232370.50423403905,497624.5928582355,8478924.450896563,41783.51663528794,538684.9521687422,969398.0141245638,3604736.274858735,2795.305407472112,232089.41091994735,497343.4981229275,8461402.367127929,26310.77922785504,521348.4341206782,951875.9303559294
230,0.0,15550364.61078991,39013.038414027884,408634.22345209884,719141.5627808014,3287273.5484612747,3778.196389598695,34441.49898661216,205141.5792303351,8302886.576903744,66498.1827854644,261925.24676844082,560786.4577233368,3287019.044074751,3523.6990115769972,34186.99500704409,204887.0748438115,8285912.606326405,50503.09239152784,245008.11582445612,543812.4871459985,3286764.5396882277,3269.2016335553,33932.49102747602,204632.57045728795,8268938.635749066,34508.00199759128,228090.9848804714,526838.5165686602
225,0.0,15336205.172404557,0.6431945002628701,306076.0534351243,428913.56575625297,2972811.622952037,490.2099288056319,23400.965768308048,32579.58797428132,8016609.015155151,41428.38496221189,204860.85461733947,276886.82215420663,2972579.52805531,258.1220679934951,23168.871885803546,32347.493077553743,8000057.674555106,25928.25987047673,188461.04611485207,260335.48155416202,2972347.433158582,26.034207181358404,22936.778003299038,32115.39818082616,7983506.333955061,10428.13477874157,172061.23761236464,243784.14095411735
220,0.0,15529158.499315724,0.0,145028.01744947545,455124.3969503939,2735591.391318031,433.7314687337912,10377.345665089017,38561.60112491084,7866542.326262439,38653.40819263256,125879.65593711988,283970.2612049449,2735381.460631374,223.80795085097793,10167.416896603923,38351.670438253364,7850513.499129385,23770.31263572863,110157.3959330999,267941.43407189107,2735171.529944716,13.884432968164608,9957.488128118826,38141.73975159589,7834484.671996331,8887.217078824713,94435.13592907992,251912.6069388372
215,0.0,15457955.352001095,0.0,3269.9357880738507,367633.71496253536,2453415.3183584814,371.35216241456106,631.1733396548975,32338.773407009285,7584369.727910598,35473.74466264367,44665.163492468484,235516.6694676361,2453223.948980183,191.9808908440806,439.80830778537927,32147.40409481623,7568739.844111813,22022.37031154609,29778.36272575641,219898.08732112515,2453032.579601885,12.609619273600158,248.44327591586097,31956.034782623177,7553109.960313027,8570.995960448508,14891.561959044335,204279.50517461405
210,0.0,15344640.286504302,0.0,38542.50218267898,134487.26810314175,2229582.7904424923,249.36306935768044,9809.643846994566,16383.831591920698,7376134.182245201,25986.13112929142,61925.328821787305,127892.3232438902,2229409.6268610745,125.72487285464734,9636.485718732076,16210.66902133626,7360999.414791315,16112.088562071704,47787.84678867038,112942.41936508231,2229236.4632796557,2.086676351614256,9463.32759046959,16037.506450751825,7345864.647337428,6238.04599485199,33650.36475555345,97992.51548627438
205,0.0,15296717.303990787,0.0,44364.69316112328,47511.63386936806,2083339.1574837284,150.07043047718122,10206.888031022854,10421.420087170272,7213626.268323234,17659.378881535868,63673.29931371515,78333.08187083939,2083181.4646194954,75.05120114116136,10049.20083504691,10263.729638350358,7198891.909896802,11250.504824138034,50047.8294404927,64071.253862938625,2083023.7717552625,0.031971805141493594,9891.513639070965,10106.039189530442,7184157.551470369,4841.630766740199,36422.35956727022,49809.42585503783
200,0.0,26852437.21388026,5155664.9865981005,7794541.796384191,9780807.215002632,13105772.297334287,5041620.128911231,7611648.550668279,9560040.278751282,18400095.958756365,5128033.110667996,7766891.039471617,9746291.178390874,7498352.955883397,2522861.2115360675,3810314.767771315,4784512.738275628,12702457.673585307,2572201.133971123,3901002.6702414174,4892578.0449731825,1890933.6144325044,4102.294160903178,8980.984874350204,8985.197799971216,7004819.388414253,16369.157274250645,35114.30101121831,38864.91155549169
195,0.0,26632056.85623605,5341318.321531303,7821412.769540404,9632231.249169132,11748552.472615475,4756765.68450834,6936748.1702179955,8550113.584833607,17713548.14414888,5159750.5360023435,7560343.191458259,9324072.205861934,6734254.172396283,2378617.6896219584,3472465.389846148,4279152.43047508,12263175.146081606,2581298.5783930877,3796610.7137492234,4680664.533184828,1719955.8721770896,469.6947355764849,8182.6094742999385,8191.276116553413,6812802.14801433,2846.6207838321443,32878.23604018835,37256.860507722624
190,0.0,26590246.146197207,5473491.769057214,7704899.447547061,9335298.425873982,10858195.121291757,4428769.542989745,6205775.747771101,7525184.27511577,17329828.18425848,5136532.650550043,7218562.3624224905,8775632.68138855,6236536.766073212,2214384.771494873,3106589.1556110075,3766294.848847286,11956232.496229233,2568266.3252750216,3624078.6086948034,4405675.1543303,1614878.4108546695,0.0,7402.563450913404,7405.42257880101,6582636.808199985,0.0,29594.854967116542,35717.627272051664
185,0.0,25726650.085675042,4586420.743355878,6708759.435765063,8406017.17969285,9084733.293413404,3370410.381299213,4908569.874628211,6151101.292589705,15914849.747411998,4181542.9337074487,6105480.568572851,7665967.531222548,5238958.46374102,1685205.1906496065,2457074.793826703,3078966.713003544,11130573.489320537,2090771.4668537243,3064001.7062295103,3849357.4465372427,1393183.6340686372,0.0,5579.713025195301,6832.133417383585,6346297.231229075,0.0,22522.843886169565,32747.361851938214
180,0.0,29930737.694340885,5624622.049845969,7555847.534143611,9281181.354950922,11823706.810648952,3753984.838388977,5042923.257832108,6170962.391967282,19363757.59637045,4982107.518980499,6693743.951282168,8213669.464477775,8045285.768399471,1876992.4191944886,2521461.6526802895,3088534.270887985,14336610.675804889,2491053.7594902497,3347381.7887651296,4121592.5624095993,4266864.726149991,0.0,0.04752847142753636,6106.149808688683,9309463.755239328,0.0,1019.6262480914107,29515.660341423634
175,0.0,28955754.826398827,4824467.752638993,7049445.900652929,8988677.241997767,10131544.724987477,2924414.007512805,4273113.522962617,5436079.311269864,18021061.19619815,4151702.658472408,6066685.859841145,7731150.801839158,6911305.095482041,1462207.0037564025,2136556.7674742597,2719667.582355452,13437146.871166434,2075851.329236204,3033480.459049631,3874251.08775394,3691065.4659766047,0.0,0.011985902025977144,3255.853441037822,8853232.546134721,0.0,275.0582581166509,17351.373668721368
170,0.0,30157379.807315648,5533305.195989303,8083813.464043278,9939428.09789148,10149125.905534513,3046241.643680104,4450368.873880232,5471938.3578255195,18657952.811553255,4626137.561546337,6758498.181819232,8311782.442468806,7043978.25302533,1523120.821840052,2225184.436940116,2735969.2030695435,13930432.723553997,2313068.7807731684,3379249.090909616,4156776.5159732224,3938830.6005161465,0.0,0.0,0.048313567938227386,9202912.63555474,0.0,0.0,1770.5894776393445
165,0.0,29960514.46724592,4924708.426952943,7303830.132145131,9277435.531076344,8934080.93850726,2462354.2134764716,3651915.0660725655,4638717.813458971,17773530.01397267,4000106.221148276,5932553.527413764,7536914.573737599,6252999.432916897,1231177.1067382358,1825957.5330362828,2319358.930689885,13406543.450395385,2000053.110574138,2966276.7637068816,3769104.952658975,3571917.927326531,0.0,0.0,0.047920798851904284,9039556.886818098,0.0,0.0,1295.3315803525106
160,0.0,30596821.151138302,5723273.342529949,7971754.854931445,9751363.296930753,8733296.86020151,2598990.9722025367,3620047.071962417,4428183.653404436,17952432.36913726,4516401.812776636,6290769.08136867,7696478.727612042,5807677.4172743885,1299495.4861012686,1810023.5364256687,2214091.8515102505,13099640.301176773,2258200.906388318,3145397.025636306,3848936.2256638976,2882057.974347267,0.0,0.0008889196186340998,0.04961606407382151,8246848.233216285,0.0,24.96990394168545,1393.723715752298
155,0.0,30661102.093349453,5809970.250939753,7996490.542799754,9603233.757950466,8203032.290655692,2396207.757130295,3297994.971741383,3960664.5975473076,17724386.002323996,4454296.033726538,6130649.130999746,7363806.998843337,5566449.474094508,1198103.8785651475,1648997.486308775,1980332.3212663415,13034156.259945855,2227148.016863269,3065337.72921043,3682579.368454983,2929866.6575333253,0.0,0.0008761674898086997,0.04498537640982086,8343926.517567713,0.0,26.32742111409164,1351.7380666290935
150,0.0,30283282.90809389,5850813.774196285,8017625.497839317,9540567.166125366,7414432.83048505,2191578.920841465,3003216.25666381,3573674.8664671797,17125834.103982136,4357912.710174043,5971866.096346488,7107497.3605817435,5040887.554327877,1095789.4604207324,1501608.1287688634,1786837.4536643121,12601618.669207435,2178956.3550870214,2985947.0933741964,3554405.387385397,2667342.2781707034,0.0,0.0008739165466287568,0.040861444285090254,8077403.234432735,0.0,28.090401905045052,1313.4141890511517
145,0.0,30787743.27905674,6128054.741263005,7949264.345561096,9354387.78738465,6701452.049422543,2084748.903107969,2704319.8608613154,3182339.3817657134,16662999.902616987,4434472.556190302,5752476.882207951,6770604.995560774,4561671.2836031215,1042374.4515539845,1352159.9320885339,1591169.7119124203,12309389.714089694,2217236.278095151,2876295.4453049023,3386025.575618332,2421890.5177837,0.0,0.0033157521667325353,0.04205912667668205,7955779.5255624,0.0,114.00840185351394,1446.1556758894565
140,0.0,31169658.878452957,6277175.2746979585,8177655.480711518,9504688.062836654,6219427.86118548,1939481.5459168435,2526679.794455843,2936697.888087143,16455954.06853368,4413068.557354306,5749400.324461369,6683730.376630586,4229713.192868535,969740.7729584217,1263339.9003448822,1468348.9659316433,12134141.532201901,2206534.278677153,2874814.8066513217,3342670.2499015667,2239998.524551591,0.0,0.006233921349354175,0.043776143508022496,7812328.995870122,0.0,229.28884127483875,1610.1231725477883
135,0.0,34348133.911710225,6220722.241259012,8215632.124254141,10221186.598773949,8764008.17066516,1746466.328684233,2375643.4022467723,3408843.7449109172,19106007.553227704,4249246.502504971,5642599.846779341,7221048.398267069,5395588.609778293,873233.1643421167,1187821.703938699,1704421.8922881414,13337425.306595793,2124623.2512524854,2821410.6915729605,3611304.513965969,2027169.0488914272,0.0,0.005630625236801517,0.03966536470733445,7568843.059963888,0.0,221.53636657933757,1560.629664868055
130,0.0,34548343.80492649,6142417.151282812,8161727.024385494,10147898.941211483,8586435.705099521,1999684.667351061,2610048.679903215,3525819.0917139044,18978442.73312102,4273737.95496647,5658358.617856346,7170685.884367844,5601600.60627511,1292160.703993926,1626128.3088788944,2084013.5302445,13568656.605509473,2433153.844313736,3154748.330332973,3911562.6504195654,2616765.507450699,584636.7406367906,642207.9378545736,642207.9687750945,8158870.477897922,592569.7336610019,651138.0428095986,652439.4164712849
125,0.0,33748053.958087206,6776994.871338888,8569384.612465436,10610181.797697917,7711671.891806575,2006678.080036839,2501037.000103508,3395390.705318058,18163467.895551424,4582508.528131906,5778435.364564223,7308181.526252225,4938070.969884338,1295474.7366320505,1542654.2003017953,1989831.067513396,12733187.077539073,2607995.6361086755,3206122.771747363,3971653.3643488493,2164470.0479621016,584271.3932272627,584271.4005000833,584271.4297087345,7302906.259526726,633482.7440854443,633810.1789305015,635125.2024454735
120,0.0,34218025.768745124,6707731.250665113,8373040.8120709695,10460016.754725521,6962027.766966218,1813525.917075777,2264465.9946290255,3129152.1587374224,17697773.839213707,4411695.926298074,5509560.897981789,7047762.058362981,4452573.956526035,1171628.9670746138,1397099.010351263,1829442.1061376096,12432861.072176693,2513042.2950427053,3062191.5032528373,3831953.427260451,1943120.1460858523,529732.017073451,529732.0260735007,529732.0535377968,7167948.305139686,614388.6637873347,614822.1085238851,616144.7961579206
115,0.0,33198943.365067866,5981175.138862177,7622497.131586857,9650366.09732985,6164253.200877367,1507831.1062170537,1887915.8524133167,2629110.965820116,16698461.553322105,3843689.639976755,4881332.68581785,6320817.955583703,3954883.4699244127,994471.7257153388,1184514.1027781817,1555111.6718508853,11806947.293243166,2220293.9255646477,2739319.7008966687,3459699.5726402337,1745513.7389714601,481112.3452136242,481112.3531430467,481112.3778816547,6915433.033164231,596898.2111525395,597306.7159754867,598581.1896967639
110,0.0,33400615.48770997,5997797.383540789,7644440.367934586,9624474.66998603,5567666.113424125,1372246.8880874878,1700977.015290924,2341918.863855223,16168120.112067476,3744047.442487991,4744557.305721621,6100012.998063267,3565165.373595887,904600.9772647833,1068966.044421715,1389436.9799171702,11427430.221742023,2161976.56012013,2662427.415944693,3340773.2160479617,1562664.6337676498,436955.0664420786,436955.0735525053,436955.09597911703,6686740.331416572,579905.6777522693,580297.5261677654,581533.4340326561
105,0.0,34224142.290470935,6272004.229529012,8340592.695563983,10036073.77620123,5197025.978339679,1225213.5647538984,1616604.920857603,2007831.4473819209,16181689.842651226,3753809.19035397,4984068.024209883,6041021.415448045,3319042.4054502533,772016.3590761432,1007087.8185171844,1202701.0915830848,11367563.66524681,2103213.579359044,2774319.789889221,3303374.4232961,1441058.8325608284,318819.15339838807,397570.7161767657,397570.7357842488,6553437.487842394,452617.96836411674,564571.5555685585,565727.431144154
100,0.0,34654209.42718865,5452501.966467852,8221253.196460686,9945402.566183347,4783140.882854721,896172.6800228684,1450591.3670060528,1716241.1124608456,15939695.218490077,3121826.832894791,4775059.044947106,5749903.215075345,3076603.250963249,526628.6578163701,905509.1914635856,1038529.1105070058,11254523.288745688,1680190.7453888285,2661212.2771271216,3151457.9576881146,1370065.6190717772,157084.63560987194,360427.01592111844,360817.10855316615,6569351.3590013,238554.65788286642,547365.509307137,553012.7003008848
95,0.0,38117266.63376651,5144965.4938170295,8173406.693409352,9914516.120624067,7826122.0030598715,727837.4897995526,1305512.4868060523,1534973.4371466795,18956121.90917273,2832562.235805736,4608997.670813017,5550555.665659841,6278822.394120722,404090.0312138742,812561.7700392657,931929.0289725438,14417606.63538776,1481539.5650495447,2564103.67932902,3049424.9393264805,4731522.785181573,80342.57262819576,319611.0532724794,328884.620798408,9879091.361602793,130516.89429335383,519209.68784502376,548294.2129931202
90,0.0,38754785.01380119,5538723.749911228,8751593.923343495,10617859.191594172,8411055.833518958,1189280.080648425,1780645.5699804232,2046088.8270037195,19581850.699293222,3220345.64768014,5070539.468559628,6079724.995854875,7009939.751988671,903704.7450939269,1334777.349896005,1499398.7453047684,15188500.372497687,1945540.6137421918,3092067.4538638825,3651185.343253216,5608823.670458386,618129.4095394289,888909.1298115868,952708.6636058175,10795150.045702154,670735.5798042438,1113595.4391681359,1222645.6906515555
85,0.0,38668332.81886432,5520327.719649477,8742813.728783693,10573167.401561068,7674969.185679501,1091846.6005492138,1585989.5911335077,1854216.4522914134,19064403.150682542,3123977.476235915,4891919.153601244,5884146.332712972,6407295.049485029,832988.5475392926,1179636.85618625,1360148.8095958477,14815993.227358427,1887883.3024311417,2963051.5724898167,3536424.15093223,5139620.913290556,574130.4945293715,773284.1212389921,866081.1669002818,10567583.304034313,651789.1286263692,1034183.9913783903,1188701.96915149
80,0.0,39036316.45158391,5543698.545875581,8729092.020050168,10670410.342486152,6965899.210724711,978183.0935607143,1423138.7601842738,1695686.0464502117,18598655.374314398,3029643.1521139313,4731023.920010301,5766292.410368788,5804971.076714262,742865.6032187116,1051725.6620561422,1242392.7024397932,14428023.764787568,1827625.3706501992,2845032.4245970864,3462051.037489649,4644042.942703815,507548.1128767089,680312.5639280109,789099.3584293749,10257392.155260738,625607.5891864672,959040.92918387,1157809.6646105081
75,0.0,39355990.773617804,5374874.575062133,8670741.798775598,10681169.311786544,6313203.074075265,763594.1690433053,1274462.5291759535,1539149.4292132466,18098908.333424654,2786856.69468282,4556336.42116277,5606041.777518934,5259832.917313197,549311.5480420913,937642.9931572184,1126849.1734523,14047778.227368487,1615981.9482408068,2726792.985289597,3364059.5345391305,4206462.760551127,335028.92704087717,600823.4571384832,714548.917691353,9996648.121312317,445107.2017987936,897249.5494164228,1122077.2915593274
70,0.0,39054890.91885414,5309428.232002693,8573092.568181768,10657364.53085701,5751661.600542218,650902.3022106463,1139298.1243689347,1394993.0489770658,17563603.06084476,2649538.876675573,4370421.860239597,5434546.261646327,4794961.267163657,456186.1722760237,835564.6991692231,1021417.2115554372,13628319.646104688,1511407.9525770484,2605659.0168147525,3261553.708020185,3838260.9337850963,261470.042341401,531831.2739695115,647841.3741338085,9693036.231364615,373277.02847852383,840896.1733899089,1088561.1543940445
65,0.0,40233022.07994303,5221811.970123343,8372112.520263098,10600830.380682278,6482835.033465727,584338.8875766504,1007831.6356350542,1282463.835502322,18322919.88213335,2533831.3602164546,4140967.6814117758,5265780.563290864,5389968.645139799,410656.3541743938,737180.7036226895,946007.0820017378,14272158.927032879,1447872.8203063577,2458856.5676633283,3172489.0108269323,4297102.256813873,236973.82077213738,466529.77161032474,609550.3285011534,10221397.971932404,361914.28039626026,776745.4539148798,1079197.4583629984
60,0.0,41258262.09629869,4996327.081906247,8275490.952974167,11207961.155995257,6927548.628361717,523686.59063657955,1069007.7114440007,1824724.702513087,18853281.376005,2373907.7065846203,4076277.375342497,5777936.719570144,5933223.783414816,372348.81293035403,829917.2499501408,1499053.0338851188,14917966.777807446,1361696.2298922758,2494431.8295921637,3749371.9142253213,4938898.938467914,221011.03522412854,590826.7884562813,1173381.3652571507,10982652.179609897,349484.7531999317,912586.2838418302,1720807.1088804984
55,0.0,40722518.0710739,4678042.3534556655,8045575.991072968,10727839.38489626,6283301.570857417,850009.6881017977,1504621.911617723,1889576.052572656,18075784.443041928,2441288.2407148965,4236205.828006033,5590386.207017233,5399431.573559635,731585.1199056162,1275615.817909236,1524485.553145715,14388106.061815089,1636544.7776765046,2846530.845225094,3685585.653483711,4515561.576261855,613160.5517094346,1046609.7242007497,1159395.0537187748,10700427.680588244,831801.3146381126,1456855.8624441542,1780785.0999501888
50,0.0,41699468.1739627,5769624.918105523,8708738.559808198,11411323.049451435,5727286.767711709,1232127.5042215418,1588436.6037985464,1865948.4883707152,17832584.193548746,3131057.976499848,4525570.522221946,5799028.786506779,4911943.4030762855,1053426.447424164,1265595.448608255,1458431.7378736555,14151431.961381348,2184145.117322428,2961800.69181801,3770363.68350007,4096600.038440862,874725.3906267864,942754.2934179641,1050914.9873765965,10470279.729213955,1237232.2581450085,1398030.8614140737,1741698.5804933617
45,0.0,41621386.84209935,5807455.621818789,8778716.037305672,11309152.555360172,5159988.2510055,1262197.1867703379,1509589.8123740654,1693017.1977592816,17268628.94047586,3167578.244372614,4485027.8427777365,5597939.49654816,4419914.834430341,1027554.7964537782,1193667.7131443047,1326383.637240911,13694160.636707019,2183496.0644013784,2957486.7282593697,3655224.0979676438,3679841.417855182,792912.4061372187,877745.6139145442,959750.0767225403,10119692.332938178,1199413.8844301421,1429945.6137410025,1712508.6993871266
40,0.0,41229584.225379996,5675794.742225605,8943223.130396456,11241146.754412664,4708992.0861448925,1104762.9807153307,1396046.2493783745,1537527.230899866,16776618.446110021,2998569.663828391,4450060.2612143215,5415441.087821727,4036086.95115204,877234.1675120179,1110268.9946211884,1206527.064660666,13298116.292254882,2034243.7783042365,2975610.7525964896,3544941.9195625614,3363181.8161591883,649705.3543087052,824491.7398640026,875526.8984214662,9819614.138399743,1069917.8927800816,1501161.2439786573,1674442.7513033964
35,10.0,40624005.87956366,4703206.376952746,8480168.022344105,10621941.125453046,4254597.428216475,802566.8713820586,1259744.5758941295,1380213.2711654569,16061004.44995012,2393685.3873120607,4164249.0548056155,5035584.914812305,3654921.286745349,610151.2026601362,1011970.5126893813,1093407.8915135958,12791553.70356105,1580491.5288828919,2845131.275259829,3350812.4607099355,3055245.145274223,417735.5339382136,764196.4494846328,806602.5118617347,9522102.95717198,767297.6704537227,1526013.4957140428,1666040.0066075667
30,30.0,42990410.97935254,6476649.900588897,10705152.586684082,13125969.51258932,5842457.1326875575,1775050.0042680074,2601640.921426129,3107715.7222972983,17760916.091576513,3591892.960499856,5774424.749188574,6978162.525592458,4297729.514283546,1023955.8961735552,1645629.8012682768,1925534.6901545103,13470568.567579273,2085011.029952094,3630045.837436851,4304921.403937715,2753001.895879535,272861.7880791029,689618.681110424,743353.6580117217,9180221.043582026,578129.0994043311,1485666.9256851275,1631680.2822829718
25,20.0,43083544.01912544,6504872.746835287,10660003.701320618,13226581.5293119,5302749.536807719,1490745.292380846,2246717.645316967,2786603.0842427174,17207114.675593466,3394819.860112644,5498417.145412957,6793561.745534843,3901440.7228077813,839723.1768557178,1404091.9373035738,1736262.611678004,13070717.096992683,1931753.136771655,3426205.3221126366,4205365.442290875,2500131.9088078435,188701.06133058967,561466.2292901812,685922.1391132914,8934319.5183919,468686.41343066574,1353993.498812317,1617169.1390469088
20,20.0,42942313.23336489,6256452.774255754,10205009.353209112,12940005.521701777,4611077.482154318,1029804.7344830502,1724522.1823656438,2255403.847843915,16548065.101438966,2962596.5118119996,4927924.485620356,6306623.258373234,3453229.4877948654,582954.1212843483,1069718.2066839472,1443342.3437983172,12634218.576087525,1684563.709948933,3028473.9448487945,3951800.337807035,2295381.4934354117,136103.50808564632,414914.2310022506,631280.8397527195,8720372.050736088,406530.908085867,1129023.4040772328,1596977.4172408364
15,20.0,43500557.18131179,6658437.99537684,10342672.84121611,13471657.067273641,5096871.333094928,1044632.8802032478,1647548.519206491,2261708.7516260375,17015336.152825724,3098106.9776556976,4877040.211949913,6473554.088816156,3913732.673079725,586219.0650993069,979958.3040972835,1423664.0419339908,13041325.706037577,1773300.829555887,2935218.5674393317,4050932.8023488815,2730594.013064521,127805.24999536586,312368.08898807585,585619.3322419438,9067315.259249436,448494.68145607697,993396.92292875,1628311.5158816066
10,30.0,43305008.21230081,6092942.691094499,9460097.637944102,12954966.948933385,4552871.620515233,828666.1175350223,1368952.4401054652,1891893.1193002893,16286664.130841622,2736760.5291936053,4334839.660505982,5938844.236243896,3514122.776060772,478169.7628445481,803047.9297021194,1189562.0124056295,12577677.233897297,1620874.9887186396,2602979.2546888427,3743538.9644401446,2475373.9316063104,127673.40815407368,237143.41929877346,487230.9055109696,8868690.336952971,504989.4482436745,871118.8488717044,1548233.6926363949
5,30.0,43614934.964586146,6804501.970163318,9939461.747084236,13998595.088340601,4164696.769678822,677479.3982800508,1167906.891032074,1653021.4494715726,16009357.797103044,2808089.849115436,4274702.70209888,5977045.294640977,3207179.8549018637,400097.96745151305,676206.4375620171,1024783.6485521533,12292746.198211757,1669376.954555068,2516945.2091302904,3728069.420712241,2249662.9401249047,122716.53662297512,184505.98409196004,396545.84763273376,8576134.599320475,530664.0599947005,759187.7161617016,1479093.546783506
0,50.0,43567008.13324113,6707629.615231248,9827892.608726794,14740821.757335184,3778867.93949947,527011.0314504174,986677.336161042,1474185.2801660306,15467194.88995948,2611740.226578345,4018145.2462275145,5911267.798576739,2896220.0263787573,319817.77988508064,571331.8213540473,904602.507037388,11879880.735039767,1570683.7896575222,2356651.990918191,3687014.2872631066,2013572.1132580447,112624.52831974391,155986.30654705258,335019.73390874563,8292566.580120054,529627.3527366996,695158.7356088678,1462760.775949474
